"";"Pel_CHP1_PubGel1";"Pel_PV1_PubGel1";"Pel_PubGel1_Demel1";"Pel_CHP1_Demel1";"Pel_PV1_Demel1";"Pel_PubGel1_Demel2";"Pel_CHP1_Demel2";"Pel_PV1_Demel2";"Pfuel_PubGfuel1_GaBo1";"Pfuel_PubGfuel1_CHP1";"Pth_CHP1_TS1";"Pth_GaBo1_Demth1";"Pth_TS1_Demth1";"Eth_TS1";"Op_CHP1";"epex"
"1";11,63;0;0;8,37;0;0;0;0;0;52,5003281270508;29,0001312508203;0;17,9178;80,6878295529305;1;0,046494144
"2";11,72;0;0;8,28;0;0;0;0;0;52,5003281270508;29,0001312508203;0;19,05195;90,434231450698;1;0,046494144
"3";12,017;0;0;7,983;0;0;0;0;0;52,5003281270508;29,0001312508203;0;19,27875;99,9294601229069;1;0,046494144
"4";12,341;0;0;7,659;0;0;0;0;0;52,5003281270508;29,0001312508203;0;20,71515;107,964543688708;1;0,046494144
"5";0;0;7,416;0;0;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;25,7805;110,914183592644;1;0,031185194
"6";0;0;7,209;0;0;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;38,10375;101,533197211521;1;0,031185194
"7";0;0;6,894;0;0;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;37,72575;92,5536702464406;1;0,031185194
"8";0;0;6,757199397;-8,88178419700125e-16;0,028800603;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;36,66735;84,6549987514321;1;0,031185194
"9";13,169;0,9442173;0;6,831;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,51615;76,9272797870477;1;0,015572136
"10";12,836;1,4341041;0;7,164;0;0;0;0;0;52,5003281270508;29,0001312508203;0;35,76015;69,9748858453074;1;0,015572136
"11";12,449;2,133378;0;7,551;0;0;0;0;0;52,5003281270508;29,0001312508203;0;34,7772;64,0228280392397;1;0,015572136
"12";11,981;4,608175494;0;8,019;0;0;0;0;0;52,5003281270508;29,0001312508203;0;33,7188;59,1440547873865;1;0,015572136
"13";0;0;8,13126290000001;0;0,184737099999989;0;20;2,00000000000001;0;52,5003281270508;29,0001312508203;0;33,4164;54,5798820831985;1;-0,020439016
"14";0;0;7,12844000000001;0;1,16055999999999;0;20;2,00000000000001;0;52,5003281270508;29,0001312508203;0;33,3408;50,1027231922283;1;-0,020439016
"15";0;0;6,61872;1,77635683940025e-15;1,58028;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;-1,57772181044202e-30;33,5676;45,409960515477;1;-0,020439016
"16";0;0;7,7964723;0;0,4385277;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;33,87;40,4265332221434;1;-0,020439016
"17";11,333;0;0;8,667;0;0;0;0;0;52,5003281270508;29,0001312508203;0;35,30655;34,0190181891136;1;-0,013465143
"18";10,70867;0;0;9,29133;0;0;0;0;0;52,5003281270508;29,0001312508203;-1,57772181044202e-30;36,51615;26,4179266908003;1;-0,013465143
"19";10,52822;0;0;9,47178;0;0;0;0;0;52,5003281270508;29,0001312508203;0;37,27215;18,0798435526514;1;-0,013465143
"20";10,72514;0;0;9,27486;0;0;0;0;0;52,5003281270508;29,0001312508203;3,15544362088405e-30;37,12095;9,91381179978128;1;-0,013465143
"21";11,045;0;0;8,955;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,28935;2,59980117625906;1;0,032970448
"22";11,252;0;0;8,748;0;0;0;0;14,9248114196071;52,5003281270508;29,0001312508203;13,4323302776464;19,6816697223536;11,9117612756711;1;0,032970448
"23";11,072;0;0;8,928;0;0;0;0;32,0891666666667;52,5003281270508;29,0001312508203;28,88025;0;40,8821042982389;1;0,032970448
"24";11,459;0;0;8,541;0;0;0;0;23,6048333333333;52,5003281270508;29,0001312508203;21,24435;0;69,78;1;0,032970448
"25";11,945;0;0;8,055;0;0;0;0;0;52,5003281270508;29,0001312508203;0;17,68575;80,9198795529305;1;0,01282593
"26";12,332;0;0;7,668;0;0;0;0;0;52,5003281270508;29,0001312508203;0;18,80505;90,9126011537792;1;0,01282593
"27";12,53;0;0;7,47;0;0;0;0;0;52,5003281270508;29,0001312508203;0;19,02885;100,656533547321;1;0,01282593
"28";12,638;0;0;7,362;0;0;0;0;0;52,5003281270508;29,0001312508203;0;20,4468;108,958148890894;1;0,01282593
"29";12,638;0;0;7,362;0;0;0;0;0;52,5003281270508;29,0001312508203;0;25,44645;112,239354045693;1;0,008911771
"30";12,701;0;0;7,299;0;0;0;0;0;52,5003281270508;29,0001312508203;0;37,6101;103,348703756659;1;0,008911771
"31";12,809;0;0;7,191;0;0;0;0;0;52,5003281270508;29,0001312508203;0;37,2369;94,8534866801612;1;0,008911771
"32";12,359;0,04227249;0;7,641;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,19215;87,424263940204;1;0,008911771
"33";11,738;1,4578083;0;8,262;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,0429;80,162869761183;1;-0,023808455
"34";11,117;1,6908996;0;8,883;0;0;0;0;0;52,5003281270508;29,0001312508203;0;35,2968;73,6657344473567;1;-0,023808455
"35";10,77536;1,97535;0;9,22464;0;0;0;0;0;52,5003281270508;29,0001312508203;0;34,3266;68,1550467853458;1;-0,023808455
"36";10,48475;0,553098;0;9,51525;0;0;0;0;0;52,5003281270508;29,0001312508203;0;33,28185;63,7028899251916;1;-0,023808455
"37";10,37396;0,9402666;0;9,62604;0;0;0;0;0;52,5003281270508;29,0001312508203;0;32,98335;59,5603667556561;1;-0,008929224
"38";10,52453;0,4029714;0;9,47547;0;0;0;0;0;52,5003281270508;29,0001312508203;0;32,9088;55,5027529631144;1;-0,008929224
"39";10,64198;0,34450104;0;9,35802;0;0;0;0;0;52,5003281270508;29,0001312508203;-7,88860905221012e-31;33,1326;51,2314862112173;1;-0,008929224
"40";10,61309;0,15486744;0;9,38691;0;0;0;0;0;52,5003281270508;29,0001312508203;0;33,4311;46,6724007906522;1;-0,008929224
"41";10,31231;0;0;9,68769;0;0;0;0;0;52,5003281270508;29,0001312508203;0;34,84905;40,7067664613269;1;0,04853639
"42";9,45559999999999;0;0;10,5444;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,0429;33,5622006375828;1;0,04853639
"43";9,38557999999999;0;0;10,61442;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,78915;25,6892515215907;1;0,04853639
"44";9,61174999999999;0;0;10,38825;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,6399;17,9852406112181;1;0,04853639
"45";10,19864;0;0;9,80136;0;0;0;0;0;52,5003281270508;29,0001312508203;-3,15544362088405e-30;35,8191;11,12129543579;1;-0,018779684
"46";10,4672;0;0;9,5328;0;0;0;0;5,00332896342376;52,5003281270508;29,0001312508203;4,50299606708138;28,1818539329186;11,9117612756711;1;-0,018779684
"47";10,35929;0;0;9,64071;0;0;0;0;31,6733333333333;52,5003281270508;29,0001312508203;28,506;0;40,8821042982389;1;-0,018779684
"48";10,76564;0;0;9,23436;0;0;0;0;23,299;52,5003281270508;29,0001312508203;20,9691;0;69,78;1;-0,018779684
"49";11,297;0;0;8,703;0;0;0;0;0;52,5003281270508;29,0001312508203;0;21,7494;76,8562295529305;1;-0,007842096
"50";11,666;0;0;8,334;0;0;0;0;0;52,5003281270508;29,0001312508203;0;22,335;83,3291632894145;1;-0,007842096
"51";11,954;0;0;8,046;0;0;0;0;0;52,5003281270508;29,0001312508203;0;22,6695;89,4514098959565;1;-0,007842096
"52";12,242;0;0;7,758;0;0;0;0;0;52,5003281270508;29,0001312508203;0;24,42615;93,8016963501951;1;-0,007842096
"53";0;0;7,668;0;0;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;29,77995;92,7873038653024;1;-0,003010609
"54";0;0;7,506;0;0;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;42,66225;78,8931481131547;1;-0,003010609
"55";0;0;7,245;0;0;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;41,9094;65,7865880441468;1;-0,003010609
"56";0;0;7,389;0;0;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;39,48345;55,138754085565;1;-0,003010609
"57";12,341;1,0548369;0;7,659;0;0;0;0;0;52,5003281270508;29,0001312508203;0;40,4037;43,5972976005376;1;0,034793785
"58";11,909;2,7299337;0;8,091;0;0;0;0;0;52,5003281270508;29,0001312508203;0;39,8181;32,6703033074384;1;0,034793785
"59";11,468;4,227249;0;8,532;0;0;0;0;0;52,5003281270508;29,0001312508203;0;38,7306;22,8581345955513;1;0,034793785
"60";10,99406;6,044571;0;9,00594;0;0;0;0;0;52,5003281270508;29,0001312508203;0;37,8105;13,9906035749828;1;0,034793785
"61";10,84646;5,412459;0;9,15354;0;0;0;0;0;52,5003281270508;29,0001312508203;0;37,47585;5,4798979516509;1;0,07376365
"62";11,081;2,3072088;0;8,919;0;0;0;0;2,50741622477604;52,5003281270508;29,0001312508203;2,25667460229844;34,4663253977016;0;1;0,07376365
"63";11,243;2,9116659;0;8,757;0;0;0;0;8,48796527686633;52,5003281270508;29,0001312508203;7,6391687491797;29,0001312508203;0;1;0,07376365
"64";11,27;0,7387809;0;8,73;0;0;0;0;8,85979861019967;52,5003281270508;29,0001312508203;7,9738187491797;29,0001312508203;0;1;0,07376365
"65";10,80947;0;0;9,19053;0;0;0;0;10,5327986101997;52,5003281270508;29,0001312508203;9,4795187491797;29,0001312508203;0;1;0,048476067
"66";10,02917;0;0;9,97083;0;0;0;0;11,834131943533;52,5003281270508;29,0001312508203;10,6507187491797;29,0001312508203;0;1;0,048476067
"67";9,82765999999999;0;0;10,17234;0;0;0;0;12,3917986101997;52,5003281270508;29,0001312508203;11,1526187491797;29,0001312508203;0;1;0,048476067
"68";10,04024;0;0;9,95976;0;0;0;0;12,0199652768663;52,5003281270508;29,0001312508203;10,8179687491797;29,0001312508203;0;1;0,048476067
"69";10,4276;0;0;9,5724;0;0;0;0;10,718631943533;52,5003281270508;29,0001312508203;9,6467687491797;29,0001312508203;0;1;0,06568649
"70";10,58861;0;0;9,41139;0;0;0;0;20,3290889165009;52,5003281270508;29,0001312508203;18,2961800248508;17,0883699751492;11,9117612756711;1;0,06568649
"71";10,39241;0;0;9,60759;0;0;0;0;35,2265;52,5003281270508;29,0001312508203;31,70385;0;40,8821042982389;1;0,06568649
"72";10,82756;0;0;9,17244;0;0;0;0;25,839;52,5003281270508;29,0001312508203;23,2551;0;69,78;1;0,06568649
"73";0;0;8,694;0;0;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;23,3655;75,2401295529305;1;0,06785413
"74";0;0;8,28;0;0;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;23,99445;80,057654736734;1;0,06785413
"75";0;0;8,064;0;0;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;24,354;84,5035825384195;1;0,06785413
"76";0;0;7,956;0;0;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;26,24115;87,0512422267473;1;0,06785413
"77";0;0;8,028;0;0;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;31,99275;83,8409308783705;1;-0,019447767
"78";0;0;8,208;0;0;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;45,8322;66,799197686787;1;-0,019447767
"79";0;0;8,874;0;0;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;45,0234;50,6088814538868;1;-0,019447767
"80";0;0;9,48559773;0;0,37966227;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;42,4173;37,065153006484;1;-0,019447767
"81";0;0;10,4733;0;0;1,10319110000001;20;0,8968089;0;52,5003281270508;29,0001312508203;0;43,4058;22,5667939143382;1;0,06404065
"82";0;0;5,51488327100001;0;5,33830672899999;0;20;2,00000000000001;0;52,5003281270508;29,0001312508203;0;42,7767;8,73379146131818;1;0,06404065
"83";0;9,09304836399999;0;0;11,11194;0;20;2,00000000000001;4,32935359679617;52,5003281270508;29,0001312508203;3,89641823711655;37,7120817628835;0;1;0,06404065
"84";0;10,914180763;0;0;11,32767;0;20;2,00000000000001;12,9107986101997;52,5003281270508;29,0001312508203;11,6197187491797;29,0001312508203;0;1;0,06404065
"85";0;10,506591817;0;0;11,40822;0;20;2,00000000000001;12,5114652768663;52,5003281270508;29,0001312508203;11,2603187491797;29,0001312508203;0;1;0,03662133
"86";0;1,59708358899999;0;0;11,28627;0;20;2,00000000000001;11,6127986101997;52,5003281270508;29,0001312508203;10,4515187491797;29,0001312508203;0;1;0,03662133
"87";0;0;7,09909699100001;0;4,07566300899999;0;20;2,00000000000001;11,5129652768663;52,5003281270508;29,0001312508203;10,3616687491797;29,0001312508203;0;1;0,03662133
"88";0;0;11,10033;0;0;1,33233170000001;20;0,6676683;11,9122986101997;52,5003281270508;29,0001312508203;10,7210687491797;29,0001312508203;0;1;0,03662133
"89";8,69923999999999;0;0;11,30076;0;0;0;0;13,709631943533;52,5003281270508;29,0001312508203;12,3386687491797;29,0001312508203;0;1;0,003425001
"90";7,99282999999999;0;0;12,00717;0;0;0;0;15,107631943533;52,5003281270508;29,0001312508203;13,5968687491797;29,0001312508203;0;1;0,003425001
"91";8,03584999999999;0;0;11,96415;0;0;0;0;15,7067986101997;52,5003281270508;29,0001312508203;14,1361187491797;29,0001312508203;0;1;0,003425001
"92";8,22799999999999;0;0;11,772;0;0;0;0;15,3072986101997;52,5003281270508;29,0001312508203;13,7765687491797;29,0001312508203;0;1;0,003425001
"93";0;0;11,22696;0;0;2,00000000000001;20;0;13,9094652768663;52,5003281270508;29,0001312508203;12,5185187491797;29,0001312508203;0;1;-0,026657152
"94";0;0;10,90584;0;0;2,00000000000001;20;0;23,2504222498342;52,5003281270508;29,0001312508203;20,9253800248508;17,0883699751492;11,9117612756711;1;-0,026657152
"95";0;0;10,7478;0;0;2,00000000000001;20;0;37,844;52,5003281270508;29,0001312508203;34,0596;0;40,8821042982389;1;-0,026657152
"96";0;0;10,23273;0;0;2,00000000000001;20;0;27,759;52,5003281270508;29,0001312508203;24,9831;0;69,78;1;-0,026657152
"97";10,18244;0;0;9,81756;0;0;0;0;0;52,5003281270508;29,0001312508203;0;23,41905;75,1865795529305;1;0,007328113
"98";10,57556;0;0;9,42444;0;0;0;0;0;52,5003281270508;29,0001312508203;0;24,04965;79,9490386514076;1;0,007328113
"99";10,84115;0;0;9,15885;0;0;0;0;0;52,5003281270508;29,0001312508203;0;24,40995;84,3392880737767;1;0,007328113
"100";10,9883;0;0;9,0117;0;0;0;0;0;52,5003281270508;29,0001312508203;0;26,30145;86,827058619987;1;0,007328113
"101";10,93655;0;0;9,06345;0;0;0;0;0;52,5003281270508;29,0001312508203;0;32,0661;83,5439578967178;1;0,0659053
"102";10,67186;0;0;9,32814;0;0;0;0;0;52,5003281270508;29,0001312508203;0;45,9375;66,3976673576068;1;0,0659053
"103";9,90829999999999;0;0;10,0917;0;0;0;0;0;52,5003281270508;29,0001312508203;0;45,12675;50,1050052480112;1;0,0659053
"104";8,76493999999999;0,38282283;0;11,23506;0;0;0;0;0;52,5003281270508;29,0001312508203;0;42,51465;36,4651868644298;1;0,0659053
"105";8,21638999999999;1,2405198;0;11,78361;0;0;0;0;0;52,5003281270508;29,0001312508203;0;43,5054;21,8687281321359;1;0,07808764
"106";8,06662999999999;11,541772515;0;11,93337;0;0;0;0;0;52,5003281270508;29,0001312508203;6,31088724176809e-30;42,87495;7,93922136074711;1;0,07808764
"107";7,95097999999999;21,036134262;0;12,04902;0;0;0;0;5,31616813751472;52,5003281270508;29,0001312508203;4,78455132376325;36,9194986762368;0;1;0,07808764
"108";7,79257999999999;22,799845263;0;12,20742;0;0;0;0;13,0144652768663;52,5003281270508;29,0001312508203;11,7130187491797;29,0001312508203;0;1;0,07808764
"109";7,75261999999999;22,763775372;0;12,24738;0;0;0;0;12,614131943533;52,5003281270508;29,0001312508203;11,3527187491797;29,0001312508203;0;1;0,03106621
"110";7,81813999999999;19,176934842;0;12,18186;0;0;0;0;11,7134652768663;52,5003281270508;29,0001312508203;10,5421187491797;29,0001312508203;0;1;0,03106621
"111";7,98103999999999;9,577326447;0;12,01896;0;0;0;0;11,6132986101997;52,5003281270508;29,0001312508203;10,4519687491797;29,0001312508203;0;1;0,03106621
"112";8,08300999999999;0,8810061;0;11,91699;0;0;0;0;12,013631943533;52,5003281270508;29,0001312508203;10,8122687491797;29,0001312508203;0;1;0,03106621
"113";0;0;12,0402;0;0;2,00000000000001;20;0;13,815131943533;52,5003281270508;29,0001312508203;12,4336187491797;29,0001312508203;0;1;0,032111374
"114";0;0;12,57804;0;0;2,00000000000001;20;0;15,2162986101997;52,5003281270508;29,0001312508203;13,6946687491797;29,0001312508203;0;1;0,032111374
"115";0;0;12,70575;0;0;2,00000000000001;20;0;15,8167986101997;52,5003281270508;29,0001312508203;14,2351187491797;29,0001312508203;0;1;0,032111374
"116";0;0;12,50109;0;0;2,00000000000001;20;0;15,4164652768663;52,5003281270508;29,0001312508203;13,8748187491797;29,0001312508203;0;1;0,032111374
"117";0;0;11,93409;0;0;2,00000000000001;20;0;14,0152986101997;52,5003281270508;29,0001312508203;12,6137687491797;29,0001312508203;0;1;-0,01965149
"118";0;0;11,41002;0;0;2,00000000000001;20;0;23,3474222498342;52,5003281270508;29,0001312508203;21,0126800248508;17,0883699751492;11,9117612756711;1;-0,01965149
"119";0;0;11,20644;0;0;2,00000000000001;20;0;37,931;52,5003281270508;29,0001312508203;34,1379;0;40,8821042982389;1;-0,01965149
"120";0;0;10,48185;0;0;2,00000000000001;20;0;27,8226666666667;52,5003281270508;29,0001312508203;25,0404;0;69,78;1;-0,01965149
"121";10,05383;0;0;9,94617;0;0;0;0;0;52,5003281270508;29,0001312508203;0;21,4143;77,1913295529305;1;0,034997345
"122";10,45541;0;0;9,54459;0;0;0;0;0;52,5003281270508;29,0001312508203;0;21,9909;84,007525291149;1;0,034997345
"123";10,73063;0;0;9,26937;0;0;0;0;0;52,5003281270508;29,0001312508203;0;22,3203;90,4772754901089;1;0,034997345
"124";10,89029;0;0;9,10971;0;0;0;0;0;52,5003281270508;29,0001312508203;0;24,04995;95,2011965203292;1;0,034997345
"125";10,87103;0;0;9,12897;0;0;0;0;0;52,5003281270508;29,0001312508203;0;29,3211;94,6421542481639;1;-0,00267042
"126";10,69157;0;0;9,30843;0;0;0;0;0;52,5003281270508;29,0001312508203;0;42,00495;81,4006599958566;1;-0,00267042
"127";10,04078;0;0;9,95922;0;0;0;0;0;52,5003281270508;29,0001312508203;0;41,26365;68,9335792894022;1;-0,00267042
"128";9,04573999999999;0,37413129;0;10,95426;0;0;0;0;0;52,5003281270508;29,0001312508203;0;38,8752;58,8861255211968;1;-0,00267042
"129";8,58943999999999;1,8212727;0;11,41056;0;0;0;0;0;52,5003281270508;29,0001312508203;0;39,7812;47,9577978312662;1;0,063299686
"130";8,42581999999999;8,889075;0;11,57418;0;0;0;0;0;52,5003281270508;29,0001312508203;0;39,2046;37,6333990570276;1;0,063299686
"131";8,23222999999999;18,291741;0;11,76777;0;0;0;0;0;52,5003281270508;29,0001312508203;0;38,1339;28,4055189287591;1;0,063299686
"132";8,03809999999999;14,933646;0;11,9619;0;0;0;0;0;52,5003281270508;29,0001312508203;0;37,2279;20,1067153374684;1;0,063299686
"133";8,02774999999999;12,958296;0;11,97225;0;0;0;0;0;52,5003281270508;29,0001312508203;7,88860905221012e-31;36,8985;12,1580649034882;1;-0,02786445
"134";8,18731999999999;10,429848;0;11,81268;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,1572;4,97059198450753;1;-0,02786445
"135";8,37208999999999;3,7887213;0;11,62791;0;0;0;0;2,35172991910508;52,5003281270508;29,0001312508203;2,11655692719457;33,9582930728054;0;1;-0,02786445
"136";8,44741999999999;0,9442173;0;11,55258;0;0;0;0;8,22679861019967;52,5003281270508;29,0001312508203;7,4041187491797;29,0001312508203;0;1;-0,02786445
"137";8,32321999999999;0;0;11,67678;0;0;0;0;9,874131943533;52,5003281270508;29,0001312508203;8,8867187491797;29,0001312508203;0;1;-0,004628523
"138";7,74595999999999;0;0;12,25404;0;0;0;0;11,1552986101997;52,5003281270508;29,0001312508203;10,0397687491797;29,0001312508203;0;1;-0,004628523
"139";7,53886999999999;0;0;12,46113;0;0;0;0;11,7044652768663;52,5003281270508;29,0001312508203;10,5340187491797;29,0001312508203;0;1;-0,004628523
"140";7,76161999999999;0;0;12,23838;0;0;0;0;11,3382986101997;52,5003281270508;29,0001312508203;10,2044687491797;29,0001312508203;0;1;-0,004628523
"141";0;0;11,66166;0;0;2,00000000000001;20;0;10,057131943533;52,5003281270508;29,0001312508203;9,0514187491797;29,0001312508203;0;1;0,008164288
"142";0;0;11,27736;0;0;2,00000000000001;20;0;19,7234222498342;52,5003281270508;29,0001312508203;17,7510800248508;17,0883699751492;11,9117612756711;1;0,008164288
"143";0;0;11,15784;0;0;2,00000000000001;20;0;34,6838333333333;52,5003281270508;29,0001312508203;31,21545;0;40,8821042982389;1;0,008164288
"144";0;0;10,5201;0;0;2,00000000000001;20;0;25,441;52,5003281270508;29,0001312508203;22,8969;0;69,78;1;0,008164288
"145";10,04168;0;0;9,95832;0;0;0;0;0;52,5003281270508;29,0001312508203;0;17,77515;80,8304795529305;1;-0,010967108
"146";10,47881;0;0;9,52119;0;0;0;0;0;52,5003281270508;29,0001312508203;0;18,90015;90,7283247200129;1;-0,010967108
"147";10,7363;0;0;9,2637;0;0;0;0;0;52,5003281270508;29,0001312508203;0;19,12515;100,376417941164;1;-0,010967108
"148";10,88111;0;0;9,11889;0;0;0;0;0;52,5003281270508;29,0001312508203;0;20,55015;108,575383781282;1;-0,010967108
"149";10,78238;0;0;9,21762;0;0;0;0;0;52,5003281270508;29,0001312508203;0;25,57515;111,728846132433;1;0,008403241
"150";10,37513;0;0;9,62487;0;0;0;0;0;52,5003281270508;29,0001312508203;0;37,8003;102,649272491402;1;0,008403241
"151";9,37801999999999;0;0;10,62198;0;0;0;0;0;52,5003281270508;29,0001312508203;0;37,4253;93,9674045112555;1;0,008403241
"152";8,12134999999999;0;0;11,87865;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,3753;86,357247633192;1;0,008403241
"153";7,72111999999999;0,5214924;0;12,27888;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,2253;78,9161217854586;1;-0,014283743
"154";7,69582999999999;0,9600201;0;12,30417;0;0;0;0;0;52,5003281270508;29,0001312508203;0;35,4753;72,2436042652495;1;-0,014283743
"155";7,60501999999999;2,4454833;0;12,39498;0;0;0;0;0;52,5003281270508;29,0001312508203;0;34,5003;66,562772982307;1;-0,014283743
"156";7,49836999999999;3,6188412;0;12,50163;0;0;0;0;0;52,5003281270508;29,0001312508203;0;33,45015;61,9462979863279;1;-0,014283743
"157";7,50871999999999;2,7773421;0;12,49128;0;0;0;0;0;52,5003281270508;29,0001312508203;-1,26217744835362e-29;33,15015;57,6413675980453;1;0,040780033
"158";7,62400999999999;1,6395405;0;12,37599;0;0;0;0;0;52,5003281270508;29,0001312508203;0;33,07515;53,4222027251261;1;0,040780033
"159";7,78393999999999;0,9442173;0;12,21606;0;0;0;0;0;52,5003281270508;29,0001312508203;0;33,30015;48,9885888902407;1;0,040780033
"160";7,82938999999999;0,6360627;0;12,17061;0;0;0;0;0;52,5003281270508;29,0001312508203;0;33,60015;44,2660623746727;1;0,040780033
"161";7,79527999999999;0;0;12,20472;0;0;0;0;0;52,5003281270508;29,0001312508203;0;35,0253;38,1301956741707;1;-0,02550286
"162";7,19218999999999;0;0;12,80781;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,2253;30,8096731862978;1;-0,02550286
"163";7,04575999999999;0;0;12,95424;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,9753;22,7574574281981;1;-0,02550286
"164";7,22242999999999;0;0;12,77757;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,8253;14,8753781751365;1;-0,02550286
"165";7,77988999999999;0;0;12,22011;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,0003;7,83800995980158;1;0,000494911
"166";8,25913999999999;0;0;11,74086;0;0;0;0;8,8259676632145;52,5003281270508;29,0001312508203;7,94337089689305;24,906779103107;11,9117612756711;1;0,000494911
"167";8,55109999999999;0;0;11,4489;0;0;0;0;31,8335;52,5003281270508;29,0001312508203;28,65015;0;40,8821042982389;1;0,000494911
"168";9,23122999999999;0;0;10,76877;0;0;0;0;23,4168333333333;52,5003281270508;29,0001312508203;21,07515;0;69,78;1;0,000494911
"169";9,80587999999999;0;0;10,19412;0;0;0;0;0;52,5003281270508;29,0001312508203;0;17,259;81,3466295529305;1;0,049296276
"170";10,20899;0;0;9,79101;0;0;0;0;0;52,5003281270508;29,0001312508203;0;18,3513;91,792033962613;1;0,049296276
"171";10,4978;0;0;9,5022;0;0;0;0;0;52,5003281270508;29,0001312508203;0;18,56985;101,992767122587;1;0,049296276
"172";10,6958;0;0;9,3042;0;0;0;0;0;52,5003281270508;29,0001312508203;0;19,95345;110,784390892247;1;0,049296276
"173";10,62452;0;0;9,37548;0;0;0;0;0;52,5003281270508;29,0001312508203;0;24,83265;114,674829089035;1;0,03455942
"174";10,27694;0;0;9,72306;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,70275;106,685438308023;1;0,03455942
"175";9,39934999999999;0;0;10,60065;0;0;0;0;0;52,5003281270508;29,0001312508203;0;36,33855;99,0802269230617;1;0,03455942
"176";8,19784999999999;0;0;11,80215;0;0;0;0;0;52,5003281270508;29,0001312508203;0;35,31915;92,5134342010334;1;0,03455942
"177";7,78483999999999;0,9797736;0;12,21516;0;0;0;0;0;52,5003281270508;29,0001312508203;0;35,1735;86,1087133259481;1;-0,010606771
"178";7,69789999999999;2,330913;0;12,3021;0;0;0;0;0;52,5003281270508;29,0001312508203;0;34,44525;80,4482589981143;1;-0,010606771
"179";7,58440999999999;6,801801669;0;12,41559;0;0;0;0;0;52,5003281270508;29,0001312508203;0;33,49845;75,7487599997594;1;-0,010606771
"180";7,46911999999999;7,554212484;0;12,53088;0;0;0;0;0;52,5003281270508;29,0001312508203;0;32,47905;72,0804132306169;1;-0,010606771
"181";0;0;8,51988657800001;0;4,01873342199999;0;20;2,00000000000001;0;52,5003281270508;29,0001312508203;0;32,18775;68,7125400461644;1;0,0596992
"182";0;0;7,609563963;0;4,693076037;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;0;32,11485;65,4259890398283;1;0,0596992
"183";0;0;9,977202;0;2,133378;2,00000000000001;20;0;0;52,5003281270508;29,0001312508203;9,36772324949952e-31;32,3334;61,9291068459142;1;0,0596992
"184";0;0;11,98548;0;0;1,09133900000001;20;0,908661;0;52,5003281270508;29,0001312508203;0;32,6247;58,1496694482191;1;0,0596992
"185";7,90435999999999;0;0;12,09564;0;0;0;0;0;52,5003281270508;29,0001312508203;0;34,0083;52,9960834440889;1;0,050938484
"186";7,26994999999999;0;0;12,73005;0;0;0;0;0;52,5003281270508;29,0001312508203;-6,31088724176809e-30;35,1735;46,6901852231049;1;0,050938484
"187";7,18471999999999;0;0;12,81528;0;0;0;0;0;52,5003281270508;29,0001312508203;0;35,90175;39,6718064195226;1;0,050938484
"188";7,50610999999999;0;0;12,49389;0;0;0;0;0;52,5003281270508;29,0001312508203;3,15544362088405e-30;35,7561;32,8166287626535;1;0,050938484
"189";8,17039999999999;0;0;11,8296;0;0;0;0;0;52,5003281270508;29,0001312508203;1,57772181044202e-30;34,95495;26,7797441287203;1;0,052253357
"190";8,58205999999999;0;0;11,41794;0;0;0;0;0;52,5003281270508;29,0001312508203;0;31,89645;23,816456178917;1;0,052253357
